eng_rpm, eng_torque, eng_nominalTorque,
4598.208008, 1665.794312, 1905.517822,
4593.760742, 1549.379150, 1911.986938,
4590.022461, 1473.498169, 1916.726196,
4586.084473, 1442.594482, 1920.715820,
4581.057129, 1457.820557, 1924.940918,
4574.122559, 1519.038818, 1930.362061,
4564.646484, 1623.415527, 1937.860596,
4552.433594, 1762.314453, 1948.116089,
4538.033203, 1913.656372, 1961.330688,
4522.825195, 2039.246094, 1976.900146,
4508.607422, 2095.689697, 1993.324341,
4496.826172, 2060.273438, 2008.657715,
4488.094238, 1949.477051, 2021.343262,
4482.247070, 1804.833984, 2030.728638,
4478.652832, 1665.744141, 2036.999512,
4476.486328, 1556.348633, 2040.845215,
4474.871582, 1487.229736, 2043.161499,
4472.933105, 1461.884521, 2044.897339,
4469.823730, 1480.937500, 2046.995972,
4464.769531, 1543.989868, 2050.371582,
4457.180664, 1648.008911, 2055.856445,
4446.905273, 1784.266968, 2064.080811,
4434.483887, 1930.751465, 2075.200439,
4421.246582, 2051.889893, 2088.621582,
4408.917480, 2106.404785, 2102.901367,
4398.915527, 2072.908691, 2116.178223,
4391.879883, 1965.454834, 2126.926025,
4387.710938, 1822.934082, 2134.464111,
4385.827637, 1682.726074, 2138.909424,
4385.450195, 1569.668457, 2140.895020,
4385.736328, 1494.500854, 2141.266113,
4385.844238, 1461.254150, 2140.933105,
4384.956055, 1470.675659, 2140.804199,
4382.299316, 1522.497559, 2141.761719,
4377.257324, 1614.906494, 2144.633789,
4373.938965, 1740.963013, 2150.082520,
4384.241699, 1373.563721, 2153.663818,
4393.687500, 840.243530, 2142.532959,
4398.721680, 1103.717651, 2132.321045,
4404.875488, 1203.827881, 2126.862793,
4411.985352, 1098.258545, 2120.191895,
4418.378906, 1090.940186, 2112.488281,
4424.716797, 1126.651367, 2105.559082,
4431.795410, 1104.937988, 2098.697998,
4439.330078, 1059.005859, 2091.047607,
4447.144043, 1042.760254, 2082.917480,
4455.333984, 1011.777466, 2074.498047,
4463.419434, 992.070313, 2065.684082,
4471.416992, 990.856689, 2056.991455,
4479.151855, 979.118896, 2048.398438,
4486.294922, 993.448853, 2040.090820,
4492.961426, 1009.296265, 2032.420288,
4499.125977, 1026.496216, 2025.260498,
4504.998535, 1042.056396, 2018.637207,
4510.892090, 1047.750000, 2012.324707,
4516.841797, 1035.960205, 2005.986572,
4522.842773, 1038.287354, 1999.587646,
4529.362305, 1021.392273, 1993.138428,
4536.277832, 989.484253, 1986.135498,
4543.437012, 969.223999, 1978.712769,
4550.925293, 949.229187, 1971.035034,
4558.550293, 919.400024, 1963.008423,
4565.886230, 914.403259, 1954.836670,
4572.901855, 918.060181, 1946.978516,
4579.465332, 925.516357, 1939.461914,
4585.594727, 940.678467, 1932.428711,
4591.285645, 952.712036, 1925.854736,
4596.660645, 969.613586, 1919.745972,
4602.028320, 974.624329, 1913.969482,
4607.532227, 968.308289, 1908.194336,
4613.271484, 957.701660, 1902.268311,
4619.320801, 940.599976, 1896.089111,
4625.770996, 920.173218, 1889.577271,
4632.675293, 891.522400, 1882.636108,
4639.687988, 862.938232, 1875.207764,
4646.708008, 856.057861, 1867.664063,
4653.462402, 840.792236, 1860.112427,
4659.778809, 859.747437, 1852.845337,
4665.825684, 857.971680, 1846.046143,
4671.178223, 875.866577, 1839.530273,
4676.270508, 902.192322, 1833.756470,
4681.433105, 897.264160, 1828.254517,
4686.437988, 893.901062, 1822.668823,
4691.591797, 901.212646, 1817.248901,
4697.152344, 878.013306, 1811.666870,
4702.961426, 862.954712, 1805.646729,
4709.327637, 837.370239, 1799.362549,
4715.840332, 804.467468, 1792.479980,
4722.208496, 800.002441, 1785.442383,
4728.656738, 795.252441, 1778.564941,
4734.911133, 779.137878, 1771.599976,
4740.510254, 790.055725, 1764.842041,
4745.624023, 818.727966, 1758.789429,
4750.561035, 826.196960, 1753.256226,
4755.317871, 830.666260, 1747.907471,
4759.955078, 835.412964, 1742.747070,
4764.718262, 835.985596, 1737.713501,
4769.792969, 823.155273, 1732.543335,
4775.171875, 803.578247, 1727.038940,
4780.876465, 784.715332, 1721.210327,
4786.926758, 763.786377, 1715.035400,
4793.088867, 734.537659, 1708.491089,
4798.961426, 735.437927, 1701.829590,
4804.741699, 737.438538, 1695.484741,
4810.072754, 732.060303, 1689.238770,
4814.910156, 759.330872, 1683.477417,
4819.627441, 763.369446, 1678.246216,
4823.941895, 771.257080, 1673.138794,
4828.252441, 785.517456, 1668.462891,
4832.742188, 774.049805, 1663.788208,
4837.348633, 767.622009, 1658.919434,
4842.290527, 755.622131, 1653.927979,
4847.659668, 732.874023, 1648.576416,
4853.283203, 705.123413, 1642.767456,
4858.981934, 693.318604, 1636.687744,
4864.505859, 678.765320, 1630.530396,
4869.776367, 691.636719, 1624.564941,
4874.847168, 683.898193, 1618.873413,
4879.253906, 700.280334, 1613.394165,
4883.474609, 725.168945, 1608.631592,
4887.664063, 718.313477, 1604.063843,
4891.646973, 723.414185, 1599.524292,
4895.711426, 728.781860, 1595.205688,
4900.079102, 718.419983, 1590.798218,
4904.834473, 696.522888, 1586.063354,
4909.869141, 676.731934, 1580.912109,
4915.025391, 657.465210, 1575.461670,
4920.301270, 650.987488, 1569.884399,
4925.570801, 630.870483, 1564.179688,
4930.447754, 634.670166, 1558.481934,
4934.984375, 646.700623, 1553.209106,
4939.122070, 656.319336, 1548.300781,
4943.033203, 671.184143, 1543.820435,
4946.813477, 674.799377, 1539.580566,
4950.552246, 678.111633, 1535.477417,
4954.448242, 675.456421, 1531.416016,
4958.617188, 663.033936, 1527.183350,
4963.042969, 646.356567, 1522.657227,
4967.853027, 629.866577, 1517.855225,
4972.699707, 604.959717, 1512.640015,
4977.609375, 604.399170, 1507.389282,
4982.463867, 587.166748, 1502.071289,
4986.906250, 593.377747, 1496.812988,
4990.980469, 606.899414, 1492.000000,
4994.773438, 618.032227, 1487.584229,
4998.411621, 626.439697, 1483.467407,
5001.920410, 627.467712, 1479.514160,
5005.373535, 634.951355, 1475.697021,
5009.068848, 629.482422, 1471.939575,
5013.079102, 614.696045, 1467.919067,
5017.429199, 593.167358, 1463.558960,
5021.969238, 575.932861, 1458.834473,
5026.570313, 560.387512, 1453.906616,
5031.064941, 557.855164, 1448.916870,
5035.429199, 553.619141, 1444.043579,
5039.453613, 557.448364, 1439.310303,
5043.099121, 570.511047, 1434.945190,
5046.508789, 582.779175, 1430.987793,
5049.803223, 588.460815, 1427.281250,
5053.037109, 590.325073, 1423.695801,
5056.395020, 591.686646, 1420.174194,
5060.090820, 577.185852, 1416.516968,
5063.983887, 560.276245, 1412.495605,
5068.062988, 548.691162, 1408.262451,
5072.362793, 533.570435, 1403.831543,
5076.722656, 518.620239, 1399.164063,
5080.861328, 512.014648, 1394.432739,
5084.662109, 522.604675, 1389.943604,
5088.227539, 530.524414, 1385.820557,
5091.521973, 537.862244, 1381.949463,
5094.600586, 547.648193, 1378.369141,
5097.627441, 553.388123, 1375.020142,
5100.735352, 552.077271, 1371.723877,
5104.109863, 543.626343, 1368.338257,
5107.645996, 526.845825, 1364.663818,
5111.387695, 521.307007, 1360.816528,
5115.326172, 501.854065, 1356.749878,
5119.403809, 492.456329, 1352.472168,
5123.352539, 475.088501, 1348.045288,
5126.958984, 489.219025, 1343.759644,
5130.446777, 492.042603, 1339.846313,
5133.581543, 496.071289, 1336.058594,
5136.435547, 514.473999, 1332.651489,
5139.304199, 516.712463, 1329.546753,
5142.183105, 514.201965, 1326.420776,
5145.169922, 512.963135, 1323.283447,
5148.447266, 501.861572, 1320.028931,
5151.951660, 484.516998, 1316.459473,
5155.677734, 473.314636, 1312.646973,
5159.427246, 455.404785, 1308.596313,
5163.068359, 455.754303, 1304.522705,
5166.639648, 454.240601, 1300.568237,
5169.947266, 451.432800, 1296.689087,
5172.842773, 467.663208, 1293.094849,
5175.560547, 478.189026, 1289.945435,
5178.226563, 484.144714, 1286.986938,
5180.940918, 481.781860, 1284.080322,
5183.751465, 477.906189, 1281.118774,
5186.703613, 470.579285, 1278.052246,
5190.010254, 460.570831, 1274.834473,
5193.479492, 436.531464, 1271.233276,
5196.897461, 433.552856, 1267.457764,
5200.407715, 427.111389, 1263.740845,
5203.679688, 419.197449, 1259.925049,
5206.730957, 432.796295, 1256.368286,
5209.590332, 431.467834, 1253.051025,
5212.141113, 444.024689, 1249.938110,
5214.631348, 453.227051, 1247.158569,
5217.198730, 450.973846, 1244.427612,
5219.825195, 444.973206, 1241.517456,
5222.547852, 441.581360, 1238.541016,
5225.573242, 434.243103, 1235.458496,
5228.856445, 410.697235, 1232.035889,
5232.118164, 401.946747, 1228.324341,
5235.414551, 396.654358, 1224.640015,
5238.448242, 391.371918, 1220.917969,
5241.226074, 408.099548, 1217.493164,
5243.939941, 404.722229, 1214.357056,
5246.359863, 412.103699, 1211.289063,
5248.639160, 422.243958, 1208.549927,
5250.980469, 424.461548, 1205.968140,
5253.438965, 417.279663, 1203.313477,
5256.084473, 411.850952, 1200.526001,
5258.906250, 397.957458, 1197.529663,
5261.884766, 389.121979, 1194.335693,
5264.878906, 374.220673, 1190.967651,
5267.920410, 379.835327, 1187.584961,
5270.900879, 358.923584, 1184.149658,
5273.438965, 376.987183, 1180.782349,
5276.022461, 382.237549, 1177.915649,
5278.234375, 378.507324, 1174.993042,
5280.246582, 404.063049, 1172.489502,
5282.541504, 396.204590, 1170.209106,
5284.892090, 384.161499, 1167.605713,
5287.291504, 383.689819, 1164.939453,
5290.008301, 376.284119, 1162.221924,
5292.816406, 354.179016, 1159.145508,
5295.639648, 355.620789, 1155.968506,
5298.524902, 345.031067, 1152.777954,
5301.154785, 339.815674, 1149.517456,
5303.540039, 358.197083, 1146.546143,
5305.892090, 353.724518, 1143.850342,
5307.950684, 360.182190, 1141.188965,
5309.906250, 371.361664, 1138.856689,
5311.968262, 370.449768, 1136.638672,
5314.179199, 363.154541, 1134.298584,
5316.488281, 355.169495, 1131.789795,
5318.971680, 348.683899, 1129.172852,
5321.650879, 335.766418, 1126.360596,
5324.325195, 324.512573, 1123.327881,
5326.989258, 323.591980, 1120.303955,
5329.505371, 317.754028, 1117.291382,
5331.669434, 327.679504, 1114.447021,
5333.590820, 341.415527, 1111.999390,
5335.513672, 349.079346, 1109.824707,
5337.552246, 337.943359, 1107.644043,
5339.485840, 338.948608, 1105.329712,
5341.527344, 342.110046, 1103.133667,
5343.807617, 329.871460, 1100.817017,
5346.115234, 320.453278, 1098.230835,
5348.567871, 315.801056, 1095.617065,
5351.125488, 303.583618, 1092.840088,
5353.535645, 298.580566, 1089.946289,
5355.815430, 303.936157, 1087.220215,
5357.833496, 304.285645, 1084.641113,
5359.612793, 323.145294, 1082.357056,
5361.581543, 319.851196, 1080.341553,
5363.360352, 311.320251, 1078.107422,
5365.010254, 327.086731, 1076.086426,
5366.952637, 324.755829, 1074.212646,
5369.230469, 303.316650, 1072.007446,
5371.570801, 289.972046, 1069.423828,
5373.764648, 288.079041, 1066.771240,
5376.023438, 294.574249, 1064.288818,
5378.423828, 277.273315, 1061.733154,
5380.420410, 275.810303, 1059.015625,
5382.175293, 299.167725, 1056.757080,
5383.932617, 299.697510, 1054.770264,
5385.677734, 294.073181, 1052.777344,
5387.206055, 301.441620, 1050.795654,
5388.893066, 309.858917, 1049.059448,
5390.981445, 289.133881, 1047.143188,
5393.041992, 275.351990, 1044.771362,
5394.987305, 278.584167, 1042.434692,
5397.260742, 279.145660, 1040.232178,
5399.552246, 250.605103, 1037.657104,
5401.380371, 265.618042, 1035.062500,
5403.264160, 278.280396, 1032.995239,
5405.024902, 265.673523, 1030.861328,
5406.561035, 279.942688, 1028.864868,
5408.191895, 282.239197, 1027.122314,
5409.699219, 278.369080, 1025.268677,
5411.380371, 285.282776, 1023.555420,
5413.288574, 265.424866, 1021.645264,
5415.207031, 262.637878, 1019.478516,
5417.117188, 256.721375, 1017.303467,
5419.169922, 256.546143, 1015.139771,
5421.268066, 240.587402, 1012.814209,
5423.023438, 244.617935, 1010.437500,
5424.696289, 258.476288, 1008.451050,
5426.200684, 255.853317, 1006.555542,
5427.639160, 267.308167, 1004.848999,
5429.166504, 261.422363, 1003.214600,
5430.692871, 259.701843, 1001.478027,
5432.269043, 258.614319, 999.742249,
5434.062500, 253.668335, 997.951294,
5435.935547, 239.521973, 995.915039,
5437.842773, 237.005005, 993.790894,
5439.750488, 231.470764, 991.629822,
5441.504883, 230.029831, 989.468628,
5443.193359, 236.615372, 987.481995,
5444.635742, 235.837158, 985.568481,
5445.981934, 248.636536, 983.933105,
5447.403809, 247.303070, 982.404236,
5448.806152, 243.095581, 980.787476,
5450.272461, 244.906433, 979.192017,
5451.925293, 236.514679, 977.524170,
5453.546387, 228.161346, 975.646423,
5455.246582, 233.218689, 973.807556,
5457.133301, 216.098877, 971.879883,
5458.899902, 212.852325, 969.740784,
5460.394531, 214.710693, 967.739014,
5461.815918, 233.243225, 966.046936,
5463.355957, 220.713135, 964.435852,
5464.578613, 223.130432, 962.686523,
5465.729492, 237.815796, 961.297241,
5467.152344, 233.866211, 959.988281,
5468.703125, 217.648315, 958.368896,
5470.115723, 217.037201, 956.605713,
5471.655762, 222.936691, 955.001282,
5473.306641, 207.228241, 953.254639,
5474.972656, 208.819427, 951.383606,
5476.731934, 194.754364, 949.495422,
5478.119629, 198.064423, 947.499451,
5479.250977, 217.968552, 945.927734,
5480.517578, 219.338303, 944.645081,
5481.787598, 211.818451, 943.206055,
5482.998047, 214.380219, 941.760498,
5484.254395, 215.088928, 940.382935,
5485.668945, 210.210526, 938.954102,
5487.221191, 200.913025, 937.346008,
5488.761230, 193.809967, 935.583435,
5490.254883, 193.356201, 933.836670,
5491.840332, 192.725220, 932.143494,
5493.250977, 183.919373, 930.345947,
5494.415527, 199.686905, 928.746948,
5495.607910, 202.305618, 927.426758,
5496.742188, 199.593597, 926.072937,
5497.877441, 203.635132, 924.782959,
5499.058594, 200.444336, 923.490295,
5500.318848, 198.251144, 922.146057,
5501.547852, 192.360443, 920.712646,
5503.028320, 195.313110, 919.316528,
5504.601563, 172.924362, 917.635498,
5506.024902, 176.889740, 915.850220,
5507.382813, 179.383865, 914.236328,
5508.609375, 180.371140, 912.697388,
5509.749512, 184.087357, 911.305481,
5510.692871, 192.391571, 910.011719,
5511.834961, 192.705109, 908.939209,
5512.972656, 183.452271, 907.638916,
5514.050781, 186.420807, 906.343445,
5515.334961, 186.745361, 905.116089,
5516.642578, 172.301666, 903.656006,
5517.964844, 174.323227, 902.171143,
5519.392578, 168.847534, 900.669983,
5520.701660, 163.162292, 899.050537,
5521.879395, 169.709183, 897.565674,
5523.028809, 172.401520, 896.229736,
5524.018555, 170.779327, 894.924377,
5524.916992, 183.328506, 893.799805,
5525.958984, 179.927185, 892.777710,
5527.035156, 172.826645, 891.589844,
5528.193359, 172.749969, 890.364502,
5529.395508, 164.607269, 889.046387,
5530.578125, 165.910416, 887.680603,
5531.905273, 163.274033, 886.338501,
5533.204590, 149.501068, 884.832153,
5534.348633, 157.874435, 883.358276,
5535.425781, 158.134430, 882.060730,
5536.331543, 165.772354, 880.838196,
5537.232910, 168.302490, 879.809509,
5538.202148, 167.368790, 878.783447,
5539.181152, 163.389435, 877.679810,
5540.195801, 163.573090, 876.564148,
5541.278809, 159.607880, 875.409241,
5542.479980, 155.077789, 874.178040,
5543.753418, 145.886719, 872.813477,
5544.853027, 146.889206, 871.367188,
5545.975586, 150.882187, 870.120605,
5547.077148, 146.732086, 868.847168,
5547.932617, 149.289047, 867.596436,
5548.752441, 160.561401, 866.625061,
5549.698242, 156.973480, 865.693054,
5550.591797, 151.356781, 864.614929,
5551.462402, 155.967804, 863.596985,
5552.502441, 153.495148, 862.606079,
5553.604980, 143.079437, 861.422485,
5554.651367, 141.716370, 860.169617,
5555.822754, 144.174896, 858.981995,
5556.978027, 129.961929, 857.652344,
5557.926758, 138.287292, 856.340576,
5558.828613, 143.766663, 855.264832,
5559.604980, 143.632568, 854.240234,
5560.389648, 150.255524, 853.357422,
5561.279297, 146.195877, 852.463745,
5562.145508, 141.683105, 851.450073,
5563.022461, 143.832718, 850.463135,
5563.988281, 140.169708, 849.464355,
5565.191895, 136.314789, 848.366211,
5566.291504, 117.072678, 846.997437,
5567.152344, 135.002655, 845.749512,
5568.126953, 134.171860, 844.773804,
5569.005859, 129.122101, 843.667847,
5569.792969, 135.687347, 842.669067,
5570.581055, 137.183472, 841.774292,
5571.322754, 136.114380, 840.877014,
5572.105469, 138.528870, 840.030945,
5573.003906, 134.143524, 839.138855,
5573.941895, 128.251801, 838.115967,
5574.823730, 126.525696, 837.048828,
5575.856934, 127.579727, 836.046997,
5576.853516, 116.852371, 834.873291,
5577.767090, 121.724136, 833.742737,
5578.548340, 122.588707, 832.705566,
5579.255371, 128.787231, 831.819031,
5580.045898, 129.780289, 831.015869,
5580.809570, 124.483810, 830.115112,
5581.477539, 127.916443, 829.244751,
5582.290039, 130.703888, 828.483459,
5583.160156, 119.997292, 827.557861,
5583.988770, 119.947571, 826.566833,
5584.907715, 121.560120, 825.625732,
5585.900391, 109.669151, 824.582397,
5586.730957, 111.997406, 823.454712,
5587.511230, 117.377785, 822.512329,
5588.290039, 117.328461, 821.626099,
5588.901367, 117.149185, 820.740845,
5589.583984, 126.191727, 820.045227,
5590.295898, 117.385010, 819.266846,
5590.979004, 119.454605, 818.455566,
5591.737793, 118.840775, 817.677124,
5592.677246, 113.230507, 816.813110,
5593.506348, 103.896622, 815.743591,
5594.369141, 111.552139, 814.802368,
5595.187012, 104.482628, 813.822632,
5595.967773, 108.778503, 812.894409,
5596.538574, 108.151001, 812.007568,
5597.246582, 121.135620, 811.359741,
5598.012695, 103.779984, 810.553955,
5598.528320, 110.714935, 809.680908,
5599.185547, 120.127419, 809.092041,
5599.947266, 106.957657, 808.343506,
5600.738770, 106.003296, 807.475708,
5601.581055, 102.750992, 806.574463,
5602.384766, 99.395653, 805.617310,
5603.106934, 100.836342, 804.704346,
5603.837402, 103.156639, 803.884827,
5604.508789, 101.301163, 803.055481,
5605.040527, 104.892258, 802.292297,
5605.687012, 110.496895, 801.688293,
5606.327148, 101.338478, 800.950562,
5606.895020, 105.618011, 800.221191,
5607.526367, 106.615677, 799.572449,
5608.256836, 101.447342, 798.853088,
5609.062988, 96.694939, 798.021729,
5609.851563, 92.741646, 797.105042,
5610.617676, 93.404541, 796.208496,
5611.254395, 91.019867, 795.338562,
5611.776855, 104.452980, 794.615479,
5612.413574, 96.872940, 794.023132,
5613.043457, 97.675606, 793.298889,
5613.584961, 96.761543, 792.580688,
5614.110840, 101.610886, 791.963562,
5614.733887, 99.487114, 791.364258,
5615.351563, 93.988998, 790.653687,
5616.210449, 95.315254, 789.950562,
5616.863770, 79.877319, 788.972839,
5617.526367, 95.614044, 788.231079,
5618.233887, 86.763565, 787.478638,
5618.774414, 87.956535, 786.674316,
5619.316895, 95.469406, 786.061157,
5619.838867, 91.911118, 785.443726,
5620.407227, 94.576309, 784.849182,
5620.984863, 90.349846, 784.201111,
5621.515137, 89.613998, 783.541382,
5622.059570, 94.565926, 782.937561,
5622.772461, 88.655098, 782.317383,
5623.528809, 80.660477, 781.506104,
5624.147461, 80.114044, 780.646118,
5624.678711, 85.874527, 779.943604,
5625.286621, 87.191322, 779.341797,
5625.827148, 82.611031, 778.650574,
5626.346680, 87.874893, 778.035034,
5626.811035, 86.326660, 777.443726,
5627.261719, 89.772552, 776.913818,
5627.840820, 88.371002, 776.399658,
5628.414063, 81.122070, 775.739868,
5629.018555, 83.586128, 775.086426,
5629.611328, 79.032867, 774.398438,
5630.235840, 80.125259, 773.724731,
5630.860352, 76.699966, 773.015198,
5631.342773, 77.373428, 772.304932,
5631.905762, 83.873367, 771.757874,
5632.350586, 76.683563, 771.117065,
5632.703125, 86.228485, 770.610596,
5633.236816, 86.399414, 770.208496,
5633.795898, 75.941513, 769.598877,
5634.273438, 78.887543, 768.961670,
5634.815918, 80.658585, 768.417480,
5635.456543, 74.831787, 767.800110,
5636.046875, 70.803421, 767.071411,
5636.591309, 73.778938, 766.400146,
5637.085938, 73.952866, 765.781982,
5637.473633, 76.136406, 765.220276,
5637.890137, 80.688400, 764.780884,
5638.435547, 78.646248, 764.306335,
5638.930664, 69.118500, 763.683350,
5639.318848, 77.430840, 763.118774,
5639.761719, 78.647743, 762.675964,
5629.716797, 73.957817, -291.767914,
5629.292969, -789.151001, -290.734039,
5623.576172, -892.606812, -290.700317,
5616.699707, -575.126709, -290.116821,
5612.267090, -657.623657, -289.413208,
5607.788086, -741.985474, -288.962616,
5603.211426, -705.409668, -288.506287,
5599.310547, -725.152588, -288.038818,
5595.354004, -754.789917, -287.640167,
5591.094238, -738.114746, -287.235016,
5586.590332, -735.448364, -286.798401,
5581.299316, -712.413757, -286.336823,
5575.819336, -674.392883, -285.794769,
5570.334961, -677.500977, -285.233887,
5564.794434, -667.505737, -284.673065,
5559.491699, -668.620483, -284.106720,
5554.666992, -675.304077, -283.564636,
5550.356934, -708.721375, -283.071136,
5546.380371, -720.252380, -282.629761,
5542.488281, -743.014038, -282.221771,
5538.220703, -736.065918, -281.821991,
5533.458984, -717.972473, -281.383942,
5528.471680, -695.448730, -280.896118,
5523.379395, -693.081543, -280.386139,
5517.889160, -683.053345, -279.866730,
5512.168945, -658.440613, -279.307800,
5506.862793, -647.717285, -278.726227,
5501.902344, -683.889038, -278.187408,
5497.433594, -676.906738, -277.683807,
5493.456543, -726.077698, -277.229980,
5489.233887, -722.595947, -276.825775,
5485.011719, -716.112793, -276.396637,
5480.879395, -726.692993, -275.967896,
5476.332520, -725.677185, -275.549072,
5470.974609, -697.438477, -275.089447,
5465.372070, -658.385986, -274.549347,
5459.850098, -656.535217, -273.986084,
5454.540039, -660.842529, -273.432098,
5449.434570, -668.234375, -272.900330,
5444.786133, -674.224976, -272.389587,
5440.702148, -705.520752, -271.924866,
5436.637695, -723.189880, -271.516815,
5432.492188, -721.024780, -271.110535,
5428.276367, -716.937378, -270.696320,
